id,LATITUDE,LONGITUDE,Y,X
B018,40.63038765674147,-73.8946449089547,4498315.119951038,593480.3144619836
B018,40.631263241063316,-73.89329135816467,4498413.75379912,593593.5643027958
B018,40.6312563694927,-73.89187100702284,4498414.5030699205,593713.6943042598
B018,40.630344528914,-73.89137593450937,4498313.811186419,593756.8385512293
B018,40.62919765552292,-73.89231763908481,4498185.498725995,593678.7995188434
B018,40.63376841488341,-73.88309662867478,4498702.738166688,594452.211481636
B018,40.634839991312894,-73.8842811133278,4498820.418119265,594350.533578844
B018,40.635911555415646,-73.88546563602114,4498938.0980184795,594248.855653871
B018,40.636863036389016,-73.88468988068045,4499044.549292271,594313.1183270506
B018,40.637776627636306,-73.88329576426437,4499147.458838451,594429.7227804761
B018,40.63869020188967,-73.88190160967503,4499250.368438513,594546.327254772
B018,40.63932450631927,-73.8805480496606,4499322.23568402,594659.8903392943
B018,40.63820054385293,-73.87945032929433,4499198.651281001,594754.303849279
B018,40.63697602248789,-73.88028855493695,4499061.819742367,594685.1519026551
B018,40.63574894704272,-73.88117578802716,4498924.652690239,594611.8566008499
B018,40.63452186458806,-73.88206298848903,4498787.485692666,594538.5612795826
B019,40.680846682428395,-73.99548522076817,4503814.085645264,584888.082504121
B019,40.68156392994953,-73.99616354896519,4503893.049413981,584829.8490468985
B019,40.681087749822574,-73.99476845884,4503841.538103528,584948.3484629216
B021,40.69653437434065,-73.97842245681176,4505572.13654469,586309.7761194888
B021,40.69662750657355,-73.98027704471266,4505580.654579315,586152.9654964912
B021,40.69808272370913,-73.98033356243744,4505742.1374472575,586146.3156618417
B021,40.69805853026421,-73.97848445215973,4505741.266584782,586302.5711099975
B021,40.69723536166314,-73.97753719512737,4505650.820593678,586383.6646600862
B022,40.700714075754924,-73.95594672111943,4506058.432765872,588203.1960561776
B022,40.70066094430617,-73.95490289515058,4506053.583362025,588291.4516930939
B023,40.69274635835588,-73.9296963849675,4505200.650718609,590431.677318567
B025,40.71535664196953,-73.93661282720848,4507703.447515017,589816.9032822251
B025,40.71538354899684,-73.93824494357604,4507704.766521352,589679.0112917802
B025,40.71610256065531,-73.9385138355416,4507784.307225661,589655.3348071051
B025,40.716505154006114,-73.93696943652559,4507830.575625855,589785.2392915119
B025,40.71593178286075,-73.93605726350229,4507767.86043078,589863.0552614711
B026,40.68555379362866,-73.9722606372687,4504359.2950312,586844.6332748751
B026,40.68592423387316,-73.97152444172973,4504401.143967869,586906.362034865
B028,40.6070986103032,-74.01778135554937,4495606.375889287,583095.3044878609
B028,40.60713385404693,-74.01631522574861,4495611.673238745,583219.2966477928
B028,40.60626484096442,-74.01635502783257,4495515.1713067265,583217.00734828
B028,40.605290796286646,-74.01751906305363,4495405.9482048545,583119.7345383352
B028,40.60449128743291,-74.01882619836512,4495315.96571676,583010.1360001396
B028,40.604426945069555,-74.02049984214037,4495307.246475056,582868.6182407374
B028,40.60526540232725,-74.0208971240055,4495399.944960359,582833.9712661628
B028,40.60629913502156,-74.02127656706602,4495514.336819394,582800.5932956226
B028,40.607141260482315,-74.0222282159925,4495606.921680538,582719.0436119274
B028,40.6075128578557,-74.02092564368363,4495649.395575133,582828.7834696847
B028,40.60701365472789,-74.01932583086636,4495595.488524917,582964.7455835316
B028,40.60717873186301,-74.01916649994624,4495613.963009342,582978.0209457901
B028,40.60761472443934,-74.02089320989244,4495660.733738153,582831.4015975256
B028,40.60850781771521,-74.02230420907301,4495758.544159642,582710.9295694459
B028,40.60940089358882,-74.02371524600554,4495856.354530046,582590.4575358768
B028,40.61050064613911,-74.02422280511291,4495977.955807596,582546.1656799233
B028,40.611838313867736,-74.02369033843937,4496126.942437116,582589.5634136528
B028,40.61317597894798,-74.02315785042627,4496275.929106043,582632.9611146193
B028,40.61451364137895,-74.0226253410724,4496424.915814314,582676.3587827521
B028,40.61585130115982,-74.0220928103765,4496573.902561877,582719.7564179808
B028,40.6171889582897,-74.02156025833735,4496722.889348667,582763.1540202361
B028,40.61805601137847,-74.02083694757764,4496819.816744203,582823.2666355257
B028,40.61718016772455,-74.01940725017315,4496723.940626989,582945.2838573699
B028,40.6163043062105,-74.01797759028672,4496628.064458528,583067.3010759457
B028,40.61542842683727,-74.01654796791766,4496532.18823874,583189.3182912108
B028,40.614552529605774,-74.01511838306523,4496436.311967547,583311.3355031292
B028,40.61367661451689,-74.01368883572874,4496340.43564486,583433.3527116585
B028,40.61280068157151,-74.01225932590745,4496244.559270599,583555.3699167637
B028,40.61177444741886,-74.01292828296245,4496130.007721717,583500.057958904
B028,40.61071086384172,-74.0141185440761,4496010.816560247,583400.6902919683
B028,40.60964726782499,-74.01530876726368,4495891.625450082,583301.3226316302
B028,40.60858365936962,-74.0164989525265,4495772.434391177,583201.9549779724
B028,40.60752003847654,-74.01768909986599,4495653.243383481,583102.587331072
B029,40.66821665045577,-73.92369995666621,4502483.88745803,590971.6801988456
B029,40.66840917610783,-73.92546143296394,4502503.437608656,590822.5317419844
B029,40.66830520283398,-73.92356394831566,4502493.858066581,590983.0558209503
B029,40.668403857448055,-73.92663828278884,4502501.632005373,590723.0670517681
B029,40.66853928007227,-73.92823104171482,4502515.02219565,590588.2576308717
B029,40.66846758843375,-73.92656121723162,4502508.786067248,590729.4945461464
B029,40.66848464586961,-73.92377396440469,4502513.559993275,590965.0605593831
B029,40.66866271942711,-73.92535374462632,4502531.693720318,590831.2899213632
B029,40.66854728233983,-73.92346990074573,4502520.827704653,590990.6760239458
B029,40.668676205467015,-73.93214092167725,4502526.200000112,590257.5955319577
B029,40.66886173683247,-73.93376892395086,4502545.124855357,590119.7412861969
B029,40.66876538352907,-73.93200563926304,4502536.238210732,590268.9098108714
B029,40.66881403061817,-73.92932525083287,4502544.394173074,590495.3995799919
B029,40.668949963357036,-73.93097703800635,4502557.784426687,590355.6015174963
B029,40.6688768679056,-73.92924994766494,4502551.447015186,590501.6794946
B029,40.668524990785045,-73.92936874257407,4502512.2642315095,590492.1142720382
B029,40.66870968563372,-73.93099156199932,4502531.097218582,590354.6982490073
B029,40.66861371319592,-73.92922605366341,4502522.259848989,590504.0549062768
B029,40.66863186575636,-73.92657604859431,4502527.006538949,590728.0182740341
B029,40.66881748770844,-73.92820356651485,4502545.93324174,590590.203411665
B029,40.6687223236861,-73.92644291041275,4502537.185336027,590739.1489639706
B029,40.669129298078516,-73.94044860542326,4502567.999434302,589554.794921582
B029,40.66931409961854,-73.94207106919157,4502586.861904978,589417.4127127394
B029,40.66921819529334,-73.94031603070484,4502578.002626517,589565.8815668575
B029,40.66924055546178,-73.93765320218345,4502583.20122771,589790.9212713983
B029,40.66942309951877,-73.93928161190715,4502601.80268033,589653.039075121
B029,40.6693271395305,-73.93751922539884,4502592.949437133,589802.129195215
B029,40.66897831640149,-73.9376796440149,4502554.064106941,589789.0381117426
B029,40.66916235797158,-73.9392962200672,4502572.843903861,589652.1535936893
B029,40.66906790650522,-73.93754110393627,4502564.150661864,589800.6277537696
B029,40.66910651000004,-73.93486905916737,4502571.168913268,590026.4250539322
B029,40.66925578153463,-73.93651353006834,4502586.056135561,589887.2290696055
B029,40.669176716275075,-73.93477874757582,4502579.05472594,590033.9640214776
B029,40.66884251921485,-73.93490137760566,4502541.831248235,590024.0484565994
B029,40.66900224393999,-73.93653597245556,4502557.888988586,589885.6726482965
B029,40.668917475782024,-73.93479455596014,4502550.261277789,590032.9765506304
B029,40.66896605867319,-73.9321014345665,4502558.415999624,590260.5422612148
B029,40.66909592055353,-73.93374597559117,4502571.144187191,590121.3656510421
B029,40.66902698741165,-73.93203637216386,4502565.24626388,590265.9593735461
B029,40.66942567898108,-73.94589914609145,4502595.361071232,589093.7049911118
B029,40.669544988585145,-73.94763459020855,4502606.847720658,588946.8623733238
B029,40.66949495172007,-73.94595905229164,4502602.9900457775,589088.5493680296
B029,40.669556946490964,-73.94318380272213,4502612.688103576,589323.0374425481
B029,40.669709331992955,-73.94482142336467,4502627.941085594,589184.4188661119
B029,40.66962994894751,-73.94308771072751,4502620.889458642,589331.061932925
B029,40.669988084144286,-73.95144341860923,4502652.187038657,588624.3446138221
B029,40.670113878164855,-73.95312215101508,4502664.459825173,588482.2888952774
B029,40.670041469598594,-73.95147452769632,4502658.081779106,588621.6445344709
B029,40.670122455177285,-73.95631571045712,4502662.202321696,588212.3528533197
B029,40.67050299801873,-73.9578943833684,4502702.861851255,588078.4201631384
B029,40.67017455820234,-73.95629842450546,4502668.003412904,588213.7452201634
B029,40.670388358286814,-73.95624341145465,4502691.791698308,588218.113213441
B029,40.67079615817707,-73.9577870190591,4502735.511949591,588087.108889162
B029,40.67044990709743,-73.95610172898932,4502698.7661780855,588230.007257585
B029,40.669729697318566,-73.95148127252698,4502623.466400489,588621.4872442739
B029,40.669824911493535,-73.95315299862814,4502632.351757273,588480.0635952554
B029,40.66981383617034,-73.95145705732187,4502632.830726186,588623.4225598351
B029,40.66983729088458,-73.94860233455137,4502638.316273093,588864.6782791059
B029,40.66992881855015,-73.95036528245463,4502646.695711414,588715.5491423788
B029,40.6699389804878,-73.94873185128934,4502649.473504846,588853.5962765897
B029,40.67067406453655,-73.95894178582478,4502720.802308235,587989.6676799092
B029,40.6710038118293,-73.96050969463637,4502755.837970147,587856.7138259693
B029,40.671036667265014,-73.96048627266207,4502759.508527753,587858.6503329922
B029,40.67074977917235,-73.95890718184538,4502729.241719587,587992.4928987713
B029,40.67094754380126,-73.95886253503966,4502751.239458621,587996.0064747196
B029,40.67127117110836,-73.960485124489,4502785.540991975,587858.4395470127
B029,40.6713425166027,-73.96035624504816,4502793.589585959,587869.238785345
B029,40.67100313312231,-73.95873921627697,4502757.533657798,588006.3563476505
B029,40.67249224658566,-73.96633000495194,4502915.262148516,587362.8357807667
B029,40.672045052147226,-73.96458611941468,4502867.355572522,587510.8111755073
B029,40.671597831251674,-73.96284225726336,4502819.448956529,587658.7866054912
B029,40.671759751551335,-73.96408636590431,4502836.183163582,587553.4231188355
B029,40.67212648552073,-73.96586233708963,4502875.12541084,587402.8400444002
B029,40.67249319205863,-73.96763832780508,4502914.067622653,587252.257009689
B029,40.6727234124936,-73.96812197737516,4502939.143488961,587211.0796606698
B029,40.672663015510054,-73.96594663140654,4502934.599604832,587395.0149602274
B029,40.67217771187881,-73.96408468725004,4502882.58090769,587553.0182381505
B029,40.671852252485984,-73.96309520770869,4502847.439004566,587637.0741726146
B029,40.67231634625722,-73.96496644693843,4502897.09226222,587478.3116339932
B029,40.672780409567054,-73.96683771220908,4502946.745474969,587319.5491365822
B029,40.67218757904508,-73.96384998763745,4502883.910015329,587572.8418922339
B029,40.67264594626644,-73.96564498390352,4502933.004771086,587420.531999416
B029,40.6731036095513,-73.96722543741717,4502982.23750093,587286.357784943
B029,40.67264478328326,-73.96543063117115,4502933.088875175,587438.650258634
B029,40.67218592899091,-73.96363584962023,4502883.940207217,587590.9427696972
B029,40.669580851464694,-73.94875118806716,4502609.699502027,588852.4373021332
B029,40.669767205283186,-73.95038144406442,4502628.739365613,588714.3973376595
B029,40.66967129022138,-73.9486150971763,4502619.876307482,588863.8199463489
B029,40.66969069001249,-73.94595397576002,4502624.723310953,589088.7179212995
B029,40.669876163830295,-73.94759924530472,4502643.645913825,588949.4097007213
B029,40.66977993718448,-73.94581346008553,4502634.772696029,589100.4758064111
B029,40.6692972412698,-73.9432033900263,4502583.839365932,589321.7284460949
B029,40.66945401591207,-73.94484291854452,4502599.5776656065,589182.9422309884
B029,40.66937275832675,-73.94310515568513,4502592.322031419,589329.9306910089
B029,40.669397788579055,-73.94041659304916,4502597.83610395,589557.1414641908
B029,40.6695665288422,-73.94204573975908,4502614.90882721,589419.2163956279
B029,40.669478975338045,-73.94030311694242,4502606.963934537,589566.6241165013
B032,40.69077061788529,-73.9735622530032,4504937.109252536,586727.8798830584
B032,40.689757687609436,-73.97393839906016,4504824.2965068845,586697.4102243383
B032,40.6898240376129,-73.9757692194636,4504829.857013636,586542.6261001368
B032,40.69022396357761,-73.97719188818577,4504872.851083303,586421.89868421
B032,40.69160932883828,-73.97740889615055,4505026.421817398,586401.7726984915
B032,40.69299469344843,-73.9776259131333,4505179.992548399,586381.6466608993
B032,40.69326553049339,-73.97626899902733,4505211.392040218,586495.9455763011
B032,40.693200629285016,-73.97443799447385,4505205.991689391,586650.7353812275
B032,40.69215603710835,-73.97376672409993,4505090.69763074,586708.8068860418
B035,40.61096861198998,-74.0327852538537,4496021.9067982165,581821.2412032718
B035,40.61026947251819,-74.03426909743483,4495942.920838386,581696.5655959675
B035,40.61082159522721,-74.03468724783376,4496003.820842049,581660.5192213893
B035,40.611770071721764,-74.03400632500599,4496109.737926383,581716.9670989403
B038,40.67955485646266,-73.93234222052403,4503733.590348708,590225.9131797322
B038,40.679638115672155,-73.9339182164022,4503741.215922041,590092.6140422652
B038,40.679879614573835,-73.93321759592129,4503768.742235085,590151.4978472526
B038,40.6800626990291,-73.93165621299619,4503790.6685246285,590283.2022607456
B040,40.67387834586849,-73.97049906818356,4503064.9922172325,587008.6706077582
B040,40.67393161877976,-73.9696652289834,4503071.73155069,587079.0746930134
B040,40.6735454643244,-73.971211121515,4503027.33580142,586948.9226388814
B040,40.675034305697245,-73.97106029312907,4503192.755229564,586959.7356121211
B040,40.67348875138764,-73.97059095333354,4503021.653973105,587001.4112396797
B040,40.67369143737135,-73.96950849804034,4503045.225270695,587092.6336394086
B040,40.675224091708415,-73.96959811815515,4503215.270213474,587083.0648273044
B040,40.673814667806425,-73.96889362204124,4503059.513992435,587144.4406620702
B040,40.675150100972964,-73.97079699153215,4503205.869720131,586981.8381224152
B040,40.67521656391477,-73.96989147092128,4503214.143988388,587058.2818881673
B042,40.623309523205045,-73.98253522286562,4497439.735851026,586056.3564611732
B042,40.62285489229865,-73.98397338059428,4497387.8640313335,585935.2989876092
B042,40.62287736648867,-73.98439162854677,4497389.950383231,585899.8943050969
B042,40.62371969282778,-73.98541182354803,4497482.457283396,585812.5269506102
B042,40.624087912144894,-73.98409876850853,4497524.612839114,585923.1132887367
B043,40.73579616710778,-73.95920318295894,4509949.519514821,587881.9275937636
B043,40.73558724076975,-73.95889292731525,4509926.637830715,587908.4001707764
B044,40.67031905223884,-73.96218809311225,4502678.149473115,587715.7522344755
B044,40.67121765283243,-73.96207118981901,4502778.016108904,587724.4552821248
B044,40.670334974500406,-73.96182265989867,4502680.281646733,587746.6182533004
B047,40.682853881857596,-73.89217766776387,4504141.812185198,593615.5971920799
B047,40.682888272702556,-73.89324249696256,4504144.496032385,593525.5649117095
B047,40.68412924047177,-73.89399913686351,4504281.446593949,593459.8908558728
B047,40.6852613697361,-73.8938859303837,4504407.240756673,593467.8754622635
B047,40.68405809347953,-73.89303065228002,4504274.579248997,593541.8313022128
B047,40.68289492135152,-73.88765858766655,4504151.191595759,593997.4278950372
B047,40.683070526903784,-73.88885118534317,4504169.410050121,593896.4000933075
B047,40.684191426271894,-73.88944994195897,4504293.197657746,593844.2294950394
B047,40.68504350006767,-73.88810749795077,4504389.217888633,593956.4747672209
B047,40.68589555811205,-73.88676501963491,4504485.238167755,594068.720056908
B047,40.68674760040415,-73.8854225070107,4504581.258495169,594180.96536406
B047,40.687599626943246,-73.88407996007747,4504677.2788709495,594293.2106886355
B047,40.686957011426394,-73.88309031373318,4504607.006694461,594377.7422882079
B047,40.68580243225316,-73.88222158038789,4504479.774125687,594452.7810464726
B047,40.68500326907092,-73.8832061693204,4504390.003910779,594370.7086243684
B047,40.68429979034176,-73.88468975717447,4504310.320979598,594246.3319477141
B047,40.6835962924241,-73.8861733137262,4504230.638090179,594121.9553011389
B048,40.669796154725006,-73.96402509180278,4502618.273359784,587561.1707611234
B048,40.67062128187403,-73.96499767389278,4502708.899023124,587477.8878108953
B048,40.67191868651981,-73.9643947478161,4502853.518776034,587527.1509910346
B048,40.671336749691676,-73.96269762108322,4502790.611601372,587671.3532010748
B048,40.669850805293464,-73.96235772822833,4502626.002045574,587702.0279935427
B049,40.692134891419656,-73.9099519373656,4505153.282607991,592100.7898784388
B049,40.693230155015826,-73.90879715135598,4505276.075200119,592196.8524122315
B049,40.69221233041735,-73.90902144911666,4505162.854604587,592179.3037847594
B050,40.68960724386827,-73.99986208406877,4504782.342102854,584507.135801922
B050,40.68999996414429,-73.99932107148686,4504826.45687514,584552.353183991
B050,40.69070088349566,-73.99974348918113,4504903.856807209,584515.7747765313
B050,40.69084134594511,-73.99909071873901,4504920.077052532,584570.7532757439
B051,40.60484129349147,-73.9573971581678,4495414.561669847,588206.8362304477
B051,40.60360548281476,-73.95692900761483,4495277.850114356,588248.0691794336
B051,40.604015761962,-73.95821036821917,4495322.109198852,588139.1199800812
B052,40.63390951310344,-74.01728976496862,4498582.975859199,583103.6573856995
B052,40.63415093526849,-74.01665972602704,4498610.370277409,583156.6383716471
B052,40.630212813526136,-74.01135180261635,4498178.25030772,583610.4248519476
B052,40.63100401733581,-74.01267576827435,4498264.820411345,583497.4691436377
B052,40.631810908820526,-74.01310681243943,4498353.980318714,583460.0106739096
B052,40.631020470696086,-74.01178204312612,4498267.49541992,583573.0316286589
B052,40.63023001724092,-74.01045730519394,4498181.010477859,583686.0525825876
B052,40.63203494006686,-74.0144951412514,4498377.532741968,583342.3215212921
B052,40.63302188049337,-74.01502644426965,4498486.584795489,583296.1629462134
B052,40.632138813341946,-74.0135232560867,4498389.984346865,583424.3840101467
B052,40.63589013394606,-74.01950886091335,4498800.740628452,582913.5445310012
B052,40.635113165910354,-74.01823253659113,4498715.697092926,583022.4388630507
B052,40.63439869311526,-74.018081143684185,4498636.529969112,583036.1267256726
B052,40.635169695009075,-74.01936367314745,4498720.9051929945,582926.7137495362
B052,40.636277729052374,-74.02101348226302,4498842.348529262,582785.8280970899
B052,40.63626045422686,-74.02025699380408,4498841.143140386,582849.8211853933
B052,40.63658133106042,-74.02178290003127,4498875.326047008,582720.3882521618
B052,40.63670370017713,-74.02160358104237,4498889.078265532,582735.4010448233
B052,40.63686615091278,-74.02145868993642,4498907.24738846,582747.4529515217
B052,40.63701300212989,-74.02133557443304,4498923.664421723,582757.6826504824
B054,40.666602301193706,-73.92563695723796,4502302.682233501,590810.1469639773
B054,40.66783039876881,-73.9255244931866,4502439.124666668,590817.9869113895
B054,40.66743518274812,-73.92505435020009,4502395.739101075,590858.2620038735
B054,40.66636682617191,-73.92467125567471,4502277.541077867,590892.0937295405
B054,40.6675297995908,-73.92596542048503,4502405.300915267,590781.1253784844
B054,40.66612244162162,-73.92601857156471,4502249.020801535,590778.5413064717
B054,40.66529462436503,-73.9272866315334,4502155.819482202,590672.4775677571
B054,40.66521925048996,-73.92844682652728,4502146.25657549,590574.5108246899
B054,40.66662600803015,-73.92837106507574,4502302.49316723,590579.0112876238
B054,40.66803276528659,-73.92829530042846,4502458.729774302,590583.5116970097
B054,40.66828300529745,-73.9268610818582,4502487.986775016,590704.3989762681
B054,40.66664592808848,-73.92662339141896,4502306.506588784,590726.70835185
B054,40.66605569355814,-73.92640985210421,4502241.207400349,590745.558114917
B054,40.666452090556746,-73.92655028398426,4502285.0649058465,590733.1505695629
B054,40.66613076054645,-73.92697636789643,4502248.955668691,590697.5706203433
B055,40.70630252695921,-73.94791817324096,4506686.879445502,588874.0418961593
B055,40.706881478484526,-73.94666947456753,4506752.411055521,588978.7561943837
B055,40.70565422496862,-73.94682035924036,4506616.024916993,588967.6435417528
B056,40.66755045716178,-73.8906077275811,4502444.707812215,593769.7073527847
B056,40.6683923223642,-73.89043455710835,4502538.344847217,593783.1650841081
B056,40.66734855828458,-73.88998599769793,4502422.959141217,593822.5421249558
B057,40.583926544874245,-73.91918116005421,4493131.923817924,591468.5654562253
B057,40.58375603279711,-73.92106687382261,4493111.039192948,591309.2084405563
B057,40.58388439980351,-73.92295777695178,4493123.32954419,591149.0056742178
B057,40.58398124121985,-73.92287997369112,4493134.1599141825,591155.4587200419
B057,40.58404522955577,-73.92098289435842,4493143.228422433,591315.9223329906
B057,40.58410918656801,-73.91908581139128,4493152.296918575,591476.3860055404
B057,40.584380183972804,-73.92643373997797,4493174.771700882,590854.1620975838
B057,40.58415179180961,-73.92460199725727,4493151.310650282,591009.4919357913
B057,40.58394405953908,-73.92466635453492,4493128.184921262,591004.3269486076
B057,40.584284374777674,-73.92646339219014,4493164.105856153,590851.7822871972
B057,40.584385412526174,-73.92826475955385,4493173.464555308,590699.1960169289
B057,40.584130396104584,-73.92631929414257,4493147.162209765,590864.1857085349
B057,40.58424910975065,-73.92825539858522,4493158.34397735,590700.1723782894
B057,40.58500585516684,-73.91294600610954,4493258.227447935,591994.770851741
B057,40.58435035252116,-73.9145464292525,4493183.792899016,591860.225272354
B057,40.58385567999894,-73.91622617771071,4493127.131082272,591718.7439632092
B057,40.583544594434294,-73.91799649133289,4493090.756797406,591569.3455281819
B057,40.583233481583775,-73.91976678846211,4493054.382521689,591419.9471482134
B057,40.58336184446806,-73.92157519663746,4493066.75555293,591266.7245706535
B057,40.58349251290738,-73.9233838143086,4493079.387435923,591113.4817334398
B057,40.58362315287466,-73.92519243905629,4493092.019293304,590960.2389455354
B057,40.58375376436977,-73.92700107087903,4493104.651125101,590806.996206854
B057,40.58367027894405,-73.92880458897098,4493093.525647514,590654.4759463514
B057,40.583239146972765,-73.93048763879918,4493043.9367982205,590512.6193362329
B057,40.583363297367626,-73.93179911828119,4493056.370874685,590401.4599161524
B057,40.58403681844644,-73.93098515937527,4493131.97063407,590469.4386226274
B057,40.58410411335482,-73.92917056729956,4493141.306510759,590622.917309588
B057,40.58411701410092,-73.92735844225734,4493144.60501495,590776.2604643306
B057,40.58395415603201,-73.92555430748367,4493128.388406603,590929.1654014632
B057,40.5837912696316,-73.9237501815097,4493112.171770417,591082.0703865555
B057,40.58362835489992,-73.92194606433692,4493095.955106369,591234.97541969
B057,40.58346541183714,-73.92014195596677,4493079.738414422,591387.8805009545
B057,40.5836416428904,-73.92032754998016,4493099.108266289,591371.933632906
B057,40.583873533432914,-73.91853646262179,4493126.709165578,591523.1987994895
B057,40.58410539604928,-73.91674536282606,4493154.310067552,591674.4640217896
B057,40.584673542448854,-73.91509379396116,4493219.0976032885,591813.4598061352
B057,40.5852692436313,-73.91345363937768,4493286.934566085,591951.4495078406
B057,40.58428482629903,-73.9176582403993,4493173.27768126,591596.9621157729
B057,40.58461620495352,-73.91585263701077,4493211.941948236,591749.3175904409
B057,40.58519010874972,-73.91416154072756,4493277.411259959,591891.6489530149
B057,40.58527941496873,-73.91381613770686,4493287.685162437,591920.7577658673
B057,40.58457947937281,-73.91543054562325,4493208.305112567,591785.0892512447
