id,LONGITUDE,LATITUDE
R013,570300.939095917,4490618.620194116
R013,570300.7790120856,4490921.9840295315
R013,570300.618769527,4491225.347936052
R013,570352.76733223,4491502.630515711
R013,570595.1474574407,4491685.063211838
R013,570837.5276935848,4491867.496041823
R013,571079.908040426,4492049.929006319
R013,571322.2884977246,4492232.362105959
R013,571564.6690652444,4492414.795341389
R013,571791.3053863468,4492613.83923413
R013,571986.4456760291,4492846.112115353
R013,572181.5860036542,4493078.38516819
R013,572279.4244648076,4493356.412009242
R013,572521.1032937367,4493451.6763458485
R013,572822.9878929163,4493481.617391614
R015,575218.4817446203,4499595.965839526
R015,575391.3439869276,4499496.639499883
R017A,569420.9800782842,4494339.883091071
R017A,569276.5422106441,4494112.087717443
R017A,569226.7775056117,4494073.988985718
R017A,569152.991617064,4494258.901896963
R017A,569209.2223319442,4494343.732711028
R019,573392.991761762,4498886.469789822
R022,576605.8904919052,4498220.530865466
R022,576894.7124364022,4498148.2408687575
R022,576962.4602698381,4497976.45480329
R022,576825.0428265426,4497712.3328292575
R022,576644.5075515152,4497478.283363643
R022,576444.129577034,4497258.073305023
R022,576215.4951041567,4497125.876902289
R022,575966.2011019551,4497085.866823
R022,575752.0790622672,4496886.2378718965
R022,575519.2146405248,4496911.515465854
R022,575656.2489960103,4497119.7254828345
R022,575821.2854848534,4497261.377738329
R022,575957.45797685,4497459.487340263
R022,576091.9189282027,4497619.440309315
R022,576071.128506669,4497897.38885684
R022,576193.7871323458,4498073.229768605
R022,576312.9655066517,4498246.451547927
R025,577283.9932747964,4499512.61742721
R026,575325.5052747861,4490459.275963497
R026,575228.341821842,4490444.479873581
R027A,565291.7075456466,4484630.208808047
R028,578123.800394703,4497770.226158808
R029,573172.5606898502,4496976.357660208
R030,571611.8971140187,4495516.383052286
R030,571540.0450392821,4495226.146843957
R030,571529.2733080939,4494925.889682329
R030,571565.1825176453,4494627.257519115
R030,571649.5880220296,4494346.504912221
R030,571816.121765734,4494096.03107636
R030,572052.7051410215,4493912.114117894
R030,572294.3416569645,4493732.998192461
R030,572152.0271430742,4493702.663660267
R030,571911.6955153611,4493883.526537085
R030,571671.3638707887,4494064.389242952
R030,571422.9629858412,4494228.463536418
R030,571131.6019259465,4494303.157739826
R030,570939.3010920155,4494348.708292252
R030,570878.841977517,4494537.899903262
R030,570871.6731881591,4494795.486788111
R030,570906.7518272472,4495089.840282066
R030,571128.4565155326,4495134.03042127
R030,571288.882427187,4495096.542933644
R030,571090.6376006446,4495224.1510568485
R030,571187.4663352687,4495508.922507218
R030,571447.6029157859,4495619.269614182
R032,577143.6609366798,4495956.659760074
R034,574771.6395176383,4498038.89149809
R035,578308.763333353,4496406.687598722
R038,576235.6490364406,4491955.033482609
R038A,576435.5283197537,4492078.106594407
R038A,576260.8447078414,4492045.819886919
R038A,576225.7531422774,4492214.402914185
R038B,576029.3098630419,4492055.655232541
R038B,576176.3312779993,4492092.760889647
R043,578316.0494590475,4498952.95794922
R045,568792.8764590446,4493541.967531132
R045,569011.5783127571,4493378.332929281
R045,568874.3443828379,4493343.211646422
R045,568727.0934732999,4493527.725177801
R048,577031.111953995,4498839.250495625
R048,576771.4702199816,4498723.333484451
R048,576768.4333943191,4498923.776530128
R048,576985.150647385,4499074.722396131
R051,575475.3532867541,4497812.553400757
R052,576028.4443369512,4498944.440625503
R052,576162.2486505727,4498783.193680914
R052,575955.9133077499,4498780.185030827
R052,575877.4955967695,4499006.612420176
R053,567610.9675662013,4487287.886021694
R057,576725.4194468918,4498310.329516295
R057,576736.8892845755,4498314.051278138
R057,576736.8892845755,4498314.051278138
R061,577786.5348040287,4497366.209597349
R061,577899.6374800403,4497330.591304946
R062,578597.930984451,4494514.076002334
R063,577740.4467118534,4494302.45081475
R064,574465.2191536943,4495712.767086063
R066,577851.1971205908,4499968.578521708
R066,577766.4254874827,4499985.837101535
R066,577582.1374309096,4500088.090758443
R067,576176.8016288736,4493228.745731972
R067,576095.1569717665,4493245.633928119
R068,570601.4355938309,4498153.7548230635
R069,576321.6562454787,4496320.058464657
R070,574989.1880597048,4496252.932194099
R071,571803.4036746379,4488778.7457791455
R072,574222.6153835616,4490370.906673905
R072,574108.9851290935,4490367.706100589
R073,576952.1749193546,4494976.26911966
R073,576986.4367043178,4495094.968725209
R075A,571065.0142940873,4496389.5834745485
R075A,570801.114315904,4496460.97245672
R075A,570780.590728101,4496705.698693088
R075A,570780.9652275739,4496733.575187873
R075A,571003.5427552052,4496570.243285921
R075B,572680.3846569348,4495337.633571956
R075B,572514.7138214184,4495492.144136329
R075C,573092.2073347226,4495685.046110535
R075C,572987.9583225036,4495779.387778746
R075D,574424.74366096,4495806.7405071985
R075D,574504.3686724552,4495742.159962161
R075G,578005.5671851381,4495366.090750623
R075G,577913.5390304002,4495299.20293556
R075G,577737.5345835785,4495418.305800269
R076,572194.2892731449,4497237.807428091
R076,572248.0892297532,4497441.144628346
R078,573323.6862317465,4497231.029134514
R078,573121.2631805257,4497285.835001212
R079,567883.1294480453,4485346.535752301
R079,568048.4336192177,4485124.165334037
R079,567978.7231264047,4484818.180106222
R079,567781.5479196463,4484901.486791578
R079,567542.0033061167,4484966.341678309
R079,567234.67849068,4484893.901184224
R079,566959.6128825619,4484749.449811594
R079,567027.2589680456,4484958.622488996
R079,567285.043667946,4484945.585128124
R079,567590.5021895047,4485025.530643475
R079,567709.0226241637,4485168.2096166415
R079,567570.9099990381,4485420.038382201
R079,567821.7631021227,4485611.791078075
R083,577029.1102194141,4499954.605102548
R085,568937.772237631,4486136.113969136
R086,577309.159016607,4499454.713505156
R087,577077.3227208841,4492794.829130314
R088,574303.683610806,4492895.808222802
R088,574516.5783288884,4492675.91482401
R088,574330.0825614686,4492501.703071452
R088,574104.8210480565,4492427.1496101
R088,573960.5628396804,4492339.564181574
R088,573932.3272234589,4492531.997048988
R088,574041.9845139915,4492781.942642897
R088,573961.9388809213,4492959.035227913
R088,573750.6566117682,4492840.668431143
R088,573716.4314631864,4493039.414850819
R088,573968.5449276721,4493204.150282823
R088,574253.7010938517,4493315.340169729
R088,574386.5263975586,4493391.332786394
R088,574229.1287000765,4493128.838477885
R089,573042.8101801726,4489334.921437756
R089,573187.529295745,4489386.086083913
R090,570929.9191997803,4487728.117743867
R094,567794.5674411154,4487357.3259729
R095,568542.309019899,4487717.035425957
R099,569032.5995884786,4488131.661615709
R100,569456.4097370763,4489112.129423374
R101,569689.5781424011,4489360.532574173
R101,569790.2070209439,4489477.400623506
R104,567437.9234201333,4489691.994992818
R104,567544.0260041702,4489415.908864962
R104,567650.1284331209,4489139.822692762
R104,567693.3300865138,4488894.028860527
R104,567480.3982743947,4488770.657050281
R104,567411.2737858696,4488535.403901003
R104,567227.1827222755,4488397.860191533
R104,567137.5986984932,4488679.739201522
R104,567048.0145152891,4488961.618187589
R104,566958.4301731633,4489243.4971493445
R104,566868.8456726214,4489525.376086398
R104,566957.5111185685,4489710.893498888
R104,567242.4183797024,4489790.323189343
R105,574605.6329931042,4497924.498064956
R107,574593.4195813698,4491408.932916141
R109,574523.0004270705,4498834.305112486
R109,574404.8174913756,4498982.220478943
R109,574598.2726921203,4499066.186707561
R110,564778.19345992,4484114.14329011
R110,564678.831159967,4484171.864462604
R111,577803.870578737,4499653.14666173
R114,570743.8344016878,4496962.016572696
R115,575770.9020572675,4495420.092352921
R115,575541.0569901748,4495328.903960788
R115,575251.9571208977,4495309.222710206
R115,575015.2036121816,4495162.371042578
R115,574960.6746048139,4495116.364806215
R115,575107.2568763722,4495358.167729783
R115,575211.3364317128,4495608.339270893
R115,575392.2807979889,4495573.092318053
R115,575685.7587305934,4495551.56171285
R117,579228.1996145217,4496540.39951385
R117,579289.2779002853,4496499.439115103
R117,579200.3814117538,4496360.000406677
R118,576118.7595792174,4495048.527162021
R118,576065.634068239,4494829.698870008
R118,575867.6517266236,4494719.15762746
R118,575890.437243944,4494535.407705181
R118,575750.8055302487,4494542.139842458
R118,575695.9111101006,4494778.302302306
R118,575523.1081841055,4494880.946802712
R118,575317.3365418841,4494983.8329745
R118,575518.6025842241,4495100.48951321
R118,575719.992805253,4495024.803129142
R118,575930.2694351947,4495049.065584302
R118,575995.1470255391,4495220.886731711
R120,568807.0594941645,4490360.669440257
R120,568843.4676489254,4490064.79387143
R120,568899.7778122268,4489777.362804094
R120,568963.0254051333,4489589.771479655
R120,568734.2121425777,4489508.1148530515
R120,568730.5096377977,4489287.958410603
R120,568616.1401564527,4489410.665047006
R120,568416.3923362598,4489497.284438898
R120,568228.8563954284,4489729.012601905
R120,568098.2270255645,4489963.890354158
R120,568008.9214479653,4490190.74809805
R120,568174.105719858,4490361.398407237
R120,568369.7117839153,4490489.231399207
R120,568513.2481547251,4490530.720092015
R120,568763.6062830805,4490655.506760236
R121,572639.6505873782,4489966.6734074205
R121,572489.9715525772,4489735.140749419
R121,572312.181774234,4489661.623235807
R121,572390.6121697022,4489944.245584724
R122,567716.5868072914,4496187.831631914
R122,567805.6251029099,4496064.198068176
R122,567663.3859383166,4495802.21693518
R122,567618.6936273352,4495512.850823792
R122,567708.6588303464,4495231.858138204
R122,567808.9931320949,4495004.931530238
R122,567710.9719116148,4494989.437834815
R122,567544.7439668297,4495236.89335918
R122,567458.6462053431,4495519.46516247
R122,567460.8641556401,4495816.245825569
R122,567473.9241360803,4496114.063648804
R123,576949.5745130347,4499100.918309502
R125,577386.5697052147,4496083.4214858115
R126,571970.3180869946,4495835.719729766
R127,569667.857393772,4497545.689091481
R128,571095.018314583,4499663.366450602
R128,571144.8510355492,4499422.42428774
R128,570927.0474954194,4499370.810708952
R128,570887.8111385083,4499654.355254593
R131,568610.0252956409,4486915.953365131
R133,568985.3977344343,4486677.844345797
R133,569025.6951668435,4486828.740238436
R134,574262.9780666794,4498926.057659025
R137,570918.5312372985,4486622.648827795
R137,570800.9911671786,4486496.5844591325
R137,570695.3571159547,4486444.327450856
R137A,570860.4203756701,4486605.071168691
R140,571549.5900304008,4489930.230745065
R141,569811.7428758465,4497446.207443722
R141,569968.2046449707,4497523.576730304
R141,569873.4979219995,4497343.811280552
R141,569645.6633982776,4497497.805746759
R142,569823.6538234551,4499217.456712445
R142,570031.95938373,4499087.37559193
R142,570045.3983956078,4498798.005739081
R142,569965.7028642374,4498603.512411624
R142,570083.4262802019,4498424.4691861095
R142,569805.0350001772,4498398.743339665
R142,569515.7824750742,4498382.984768979
R142,569512.6103763534,4498671.585485787
R142,569510.4463399358,4498961.25887413
R142,569541.2151049979,4499224.1834981395
R144,577528.6762969578,4496387.919011568
R145,572636.8176978795,4487946.372172246
R145,572555.7544988045,4488164.823066883
R145,572624.9567772018,4488176.493001519
R147,578477.6598674793,4493251.860974264
R147,578443.2639261846,4493425.77989787
R149,577782.6915676065,4493709.499236742
R149,578009.2883817242,4493515.528806585
R149,578259.2473467804,4493344.997807904
R149,578509.2063148287,4493174.466621625
R149,578444.3576026767,4492958.145432649
R149,578253.3371502174,4492723.4722771235
R149,578062.316727737,4492488.799307284
R149,578046.5282184455,4492697.375639519
R149,578077.4099270608,4492939.332977225
R149,577824.3817078429,4493105.275461078
R149,577571.3534975834,4493271.217758252
R149,577439.0513547268,4493460.744078774
R149,577611.0257190581,4493709.711809541
R150,571565.5958611538,4497386.41466972
R150,571523.1163768623,4497540.577531651
R151,567539.6842756893,4492317.867633672
R151,567652.2952612776,4492130.187235349
R151,567622.7279368421,4491830.049724849
R151,567353.2825187185,4491733.545166483
R151,567110.9602676954,4491802.355940197
R151,567150.8925717623,4492096.554211432
R151,567287.3049842516,4492358.337019159
R152,569071.4204601363,4489396.490705771
R156,568391.0607641937,4493762.0143699795
R158,577662.807075246,4499368.095622805
R160,574233.7106748344,4499223.224323353
R160,574188.9272607369,4499252.924148566
R161,569934.1904608727,4488883.511757836
R161,569912.0939375467,4488999.271565869
R162,571263.9090029564,4487117.645127612
R163,568340.9825281455,4494389.9945681
R163,568268.6893440839,4494375.725868231
R163,568122.6081219052,4494276.569616785
R163,567908.650287987,4494362.906070926
R163,568074.6373107095,4494507.100080594
R165,571107.6679093507,4486737.178608917
R166,573868.1880549551,4493418.588123967
RS01,574728.4492263863,4496296.051022044
RS02,571212.3371400267,4498170.15879106
RS03,571765.9865760661,4497436.65625742
RS04,570757.5460059233,4495922.795383159
RS05,568523.4548039315,4493700.106842161
RS05,568517.2052866508,4493748.152525022
RS05,568517.2052866508,4493748.152525022
RS06,572949.0039753786,4494977.6654796
RS07,576271.4245229835,4493770.682101946
RS08,569264.9054160748,4488410.552247755
RS09,565256.4758191364,4484706.291171965
RS10,571038.0978098164,4492741.9217932485
RS11,571322.9050823369,4493833.045430235
RS12,566537.599798188,4488166.939162543
RS13,568019.4893872866,4488474.073782149
RS16,564073.3699858595,4484440.317387438
RS17,568156.4963558537,4489341.91555769
RS18,572345.3774283052,4498191.383861672
RS19,575469.0901024683,4491834.44190917
RS20,571142.3554234429,4493746.912473399
RS20,571179.0010569729,4493813.499420234
RS21,573304.4731749651,4496697.667483719
RS22,566708.8231147001,4485953.173251496
RZ221,569604.9880923377,4495822.824535998
RZ221,569615.4677100676,4495822.880403965
X007,597184.7288004742,4518617.293655168
X007,597353.1925230873,4518493.555868496
X007,597167.9466785782,4518533.054160192
X007,596962.9067688052,4518737.150433853
X008,592213.2036628363,4521855.467367958
X008,592285.9998376402,4521651.2253285
X008,592158.7420951868,4521392.609029259
X008,591976.4348012337,4521283.248049301
X008,591979.7034647482,4521569.783971829
X008,591936.5075239895,4521855.700969706
X009,593566.4778254231,4519446.647047206
X010A,593297.8553756517,4522254.279138988
X010A,593090.6360849148,4522039.112849506
X010A,593034.0496609417,4522247.5079564275
X010C,592691.448468936,4521086.622956927
X013,592186.6248048624,4524115.259988859
X013,592020.2814948163,4524141.100487698
X013,592293.957881146,4524241.073595993
X015,594296.5052190048,4518337.114695508
X016,597560.9890226597,4521739.9923156975
X017,592619.5416479303,4522529.237558887
X017,592580.488985671,4522665.742938243
X019,591758.0113393348,4526226.755419223
X019,591924.7162992745,4526263.2841718
X020,593230.8499429123,4526246.754265429
X020,592990.8567201276,4526187.319593588
X020,593229.4674885445,4526263.174065151
X021,592447.9389214077,4520852.678903536
X025,596041.2760160634,4520895.5983032705
X028,590761.5397344796,4520203.339226844
X028,590864.3040235097,4520437.254725801
X028,590868.0384078043,4520245.3753983
X029,593779.6772988121,4519724.579527532
X032,591460.012804199,4519937.534735741
X040,593117.5989758932,4524321.3495626105
X040,593194.1476998337,4524361.366418072
X041,590662.7528953437,4517744.805790949
X042,593484.3906443986,4524012.187377012
X044,592834.7160494947,4524253.491204697
X044,592838.383314596,4524464.855674997
X044,593005.7852982676,4524407.179983517
X045,591854.7777274633,4518602.9884120505
X045,591892.2969605956,4518315.8825136945
X045,591795.727155638,4518152.733355246
X045,591517.2236974225,4518288.09724755
X045,591633.6699048216,4518572.633258262
X046,598094.2757805724,4526917.656597222
X046,598075.0596349287,4526643.957220118
X046,597805.4976022933,4526727.618788879
X046,597591.2915783362,4526957.98643199
X046,597856.0903330691,4527041.768736361
X051,591394.1432250591,4523692.822647102
X051,591481.3874770225,4523692.591281753
X053,591772.2699324331,4519751.904047406
X072,594981.8789108716,4525605.060630414
X072,594969.1458630245,4525609.993783264
X082,591406.60393698,4522715.600114422
X085,592814.0323693206,4523527.209451074
X087,595308.6503433657,4524555.52803234
X102,593827.2969665705,4523401.579862593
X103,591297.3369468362,4518169.11543326
X104,594437.5195100883,4525706.594817275
X104,594622.1869373956,4525933.353806026
X104,594677.4264752474,4525721.718276391
X105,590535.0645798875,4520779.97932894
X106,590387.9960812423,4519019.167213594
X108,593806.5106497975,4522729.68952981
X111,591233.5869662594,4523264.913877416
X113,593962.919836879,4518744.99959403
X115,591505.7904974769,4520666.925075253
X116,592928.5255662019,4520107.507170654
X118,595269.0812997725,4519271.553528578
X118,595327.9744913816,4518968.191031503
X118,595547.289817892,4518772.286048061
X118,595748.16799565,4518644.2694418775
X118,595991.4131364546,4518453.629993896
X118,596260.3046160721,4518393.400602967
X118,596312.5271578567,4518130.535329157
X118,596192.279589089,4518287.490640178
X118,596173.2866802377,4518138.000706129
X118,595931.4161652152,4518281.347052953
X118,595626.4930778592,4518331.680567048
X118,595408.6555520818,4518511.89179668
X118,595246.313295596,4518774.867741412
X118,594957.1166079387,4518883.523176109
X118,594667.6958823757,4518991.905714407
X118,594429.7502376108,4519187.131609044
X118,594658.0302045797,4519305.930884222
X118,594961.3168601596,4519365.330724444
X118,595066.1640843023,4519558.007787894
X118,595209.9110298214,4519574.885115767
X118,595302.6384803774,4518810.968591108
X118,595302.6384803774,4518810.968591108
X118A,596343.3922710007,4517784.696951786
X118A,596210.8008068723,4518006.23092379
X118A,596308.0020947347,4518083.186533
X118A,596305.4629230238,4517935.00458842
X118A,596477.4257689699,4517793.393710488
X118A,596487.4242122226,4517772.050774633
X120,590429.9302148859,4521761.519127908
X121,598600.0366430375,4521413.664284619
X123,595035.4488108701,4521271.9227272365
X123,595123.5988516125,4521351.8482154505
X124,595342.4644541197,4520347.313023773
X124,595400.797439639,4520320.584231401
X131,590692.0051760402,4517953.868440639
X136,593241.3031390043,4525516.706867868
X136,593348.2280447715,4525795.5090351105
X136,593476.5181863498,4525581.239687522
X137,593292.0247718579,4525737.03805972
X137,593248.6222431032,4525763.785253168
X137,593440.019822462,4526011.590730584
X137,593631.4173370525,4526259.396424326
X137,593457.9952359014,4526002.323131941
X138,591354.7165463684,4517394.571796899
X138,591221.9816414625,4517520.506704768
X141,596116.7176317758,4526895.851574325
X146,591743.1782198478,4519494.909133124
X147B,593950.4660196402,4520517.844332298
X148A2,590822.1890170192,4521932.066945416
X148A3,590664.7808788274,4522021.747983839
X148F1,592784.6474726052,4522079.045619421
X148F3,592671.3223209742,4522052.795435591
X148F4,592520.2523262467,4522091.198660803
X148H,593385.2396644453,4521911.394028387
X148H1,593520.7476749333,4521903.214073858
X148L,595899.3530977806,4520995.95755966
X148L1,595898.2442632031,4520885.215494303
X148M,596532.1098915534,4520745.614564085
X150E,591915.7939647463,4524323.19264006
X150E,591807.0843227041,4524047.950039879
X150E,591854.8622655948,4524329.070957456
X150E,591965.4254147625,4524606.845859311
X150E,591995.9714578799,4524586.730651038
X150I,592553.9090032035,4526097.381669298
X150J,592621.683274286,4526104.499506848
X150J,592696.1212431381,4526322.039913931
X150J,592755.1344097313,4526382.035169848
X150K,592874.1697536709,4526565.71085987
X150K,592911.3902428354,4526612.946178212
X150L,592709.5254213314,4526715.335651826
X151,596848.8966497525,4519814.225007598
X151,596935.4057552181,4519763.937866597
X152,592163.6184619465,4528442.414540473
X154,591184.5973853271,4519418.9022503905
X155,590896.8514566363,4518820.3026426
X155,590851.232829893,4518916.526494463
X156,596636.0049324634,4524936.769604079
X157,596170.0998282526,4524132.746749934
X158,590818.0177474243,4522170.868411007
X159,594582.602405534,4520972.991053687
X160,596650.8904835947,4521358.373874048
X161,595561.0556427905,4525482.2819200745
X162,595371.0564294105,4524800.2402576925
X163,596745.6426910256,4522712.0071780365
X165,597295.7545400879,4526497.026742352
X165,597357.0577005862,4526654.665594797
X166,592586.4254578818,4519916.202851725
X166,592689.043689606,4519979.430213813
X168,590451.4935718023,4520981.544309283
X169,595848.5654272373,4526069.906674546
X170,597330.4024838317,4521532.438255653
X171,591263.6782362955,4526822.895539421
X172,596850.183655754,4524571.24795701
X174,593267.3781129462,4523738.540713905
X175,592177.8470301096,4525089.490157179
X175,592184.7499032052,4525137.188477554
X175,592184.7499032052,4525137.188477554
X176,595558.8648074333,4521517.300916679
X177,596658.0462356824,4521533.291654263
X178,595991.2772449979,4522432.680414915
X179,592577.8737798086,4518824.592052965
X182,591350.9072240526,4517636.29637724
X183,598723.8535726739,4520176.025174333
X185,592193.5195589162,4519727.5192724
X186,591366.6116780674,4526823.194319426
X186,591454.3917454754,4526892.776871008
X188,596480.5016253826,4528444.421008774
X190,593247.0678553276,4519855.436790091
X191A,600021.0566985569,4519900.687325549
X191A,600080.6506221893,4519698.215248454
X191A,599924.5308035406,4519915.399517464
X191B,599748.592136714,4519988.221623498
X191B,599619.3244311803,4520287.283387082
X193,597733.202639094,4526638.469144217
X194,592159.6024349713,4519155.855944289
X195A,594342.56573891,4519774.291708574
X196,597705.0734395917,4525378.761539935
X196,597876.5583956181,4525506.190428943
X196,597874.3925940177,4525312.773995671
X200,590953.2114859408,4518653.779541889
X201,591376.6061169469,4526706.338700853
X201,591278.55451644,4526570.746177029
X201,591136.8803970694,4526730.779797387
X202,592003.8933584393,4525793.85048874
X203,597035.9395832224,4519372.0025795475
X204,595849.0640606836,4519784.102067735
X206,592130.1897398138,4520771.747949312
X207,592056.1328631983,4518745.72515797
X208,596219.0360425842,4520371.238547675
X209,591554.6212113346,4527900.509516284
X209,591525.6100528522,4528152.241900321
X209,591532.0428303985,4528354.145638605
X209,591732.3089359703,4528214.683206766
X209,591681.1092701554,4527941.535846136
X210,591079.0735207264,4519234.445571956
X210,590952.2588937194,4519297.279344574
X210,591057.4606444108,4519303.353606825
X210,591057.4606444108,4519303.353606825
X211,592861.6836992325,4519700.609299267
X214,595378.2569579579,4525401.286725134
X215,594404.0115737782,4525704.718127248
X216,592353.7663546477,4519050.690317335
X217,590803.0003475674,4518306.545819482
X219,591570.2377176484,4520094.642830919
X221,596125.9982003553,4519612.151893485
X222,592417.0570552653,4521061.0629965225
X228,591884.1736541792,4518360.483253578
X232,598018.9987933039,4524266.505312389
X233,592301.0598227761,4518652.718345454
X235,591991.6067415344,4519369.398167994
X236,593849.3210897546,4522360.589312216
X238,591104.5416446851,4518093.943849793
X239,597405.1008801195,4520823.09049085
X243,592209.28638504,4520387.550432805
X246,591218.3898052274,4518191.121899504
X247,592854.3444306573,4518777.142182674
X251,599077.7825317308,4525603.580300273
X251,599160.644229727,4525664.367739876
X252,593202.7106679115,4523096.359198983
X253,602522.2494231345,4522143.096868473
X253,602521.6909076845,4522235.456881623
X254,590762.231204802,4520500.9795433255
X255,592880.0234247366,4519149.222414739
X255,593041.8017171026,4519318.011146553
X256,597806.412077233,4521815.082355892
X257,591891.5875265338,4522690.136178407
X258,592347.8801245396,4522216.198999248
X259,591143.5559559497,4526723.711432312
X259,591210.9645994995,4526902.543342962
X260,593697.6161402534,4518925.727314207
X260,593647.0804332772,4518840.001533248
X261,591148.6130050978,4522025.265647783
X261,591012.8474837958,4521995.214487583
X263,593580.2601442301,4522797.514876934
X263,593404.4366086352,4522788.527747204
X265,591374.9411259876,4522534.700589704
X266,594238.9497409632,4522007.984768765
X268,598679.6441465516,4526159.0772214355
X268,598630.1800535072,4525996.006063009
X268,598467.671049574,4526025.460894317
X268,598612.1707245257,4526250.494099998
X272,590909.5443516038,4517837.696771759
X273,594008.8319255821,4521131.501917753
X280,593220.629217699,4523324.972765985
X288,594615.5651495729,4521776.970280724
X289,593864.2297591621,4522382.264164547
X294,599743.7318500936,4522047.547989108
X295,591105.3670786414,4522342.474495966
X296,590263.7802954306,4520722.793138525
X299,592412.674447578,4521466.0077330675
X301,597043.5787473699,4517765.406521126
X306,594071.0025383956,4519548.445975938
X307,593832.7745064779,4517683.963382173
X307,593709.1962941828,4517812.1779469075
X308,593050.0590032117,4517273.846035552
X308,592850.2259391766,4517049.735863858
X308,592816.2309661916,4517290.817815643
X309,593046.4419158243,4516655.502169724
X309,592912.6467810331,4516779.017731573
X310,600841.3877882975,4518971.014235615
X310,600856.9234171308,4518864.439992627
X310,600663.8432910508,4519073.971754589
X310,600740.4644931582,4518897.882236774
X310,600691.415618679,4518789.610026806
X310,600628.6601513228,4518924.51065865
X310,600646.1588254074,4519133.910547117
X311,594446.4457453388,4521999.320195761
X335,593919.7641785037,4525918.971308277
X336,594272.4863401538,4519088.254826103
X344,590120.2477511617,4519826.378726402
X344,590141.9131969751,4519530.43750895
X344,590118.3511729069,4519281.314154118
X344,590077.7280364993,4519481.352738305
X344,590027.4390844963,4519625.531914396
XS01,592967.781231335,4524862.647670846
XS05,592299.1523314333,4523165.099900856
XS06,593047.4724750308,4524452.892988384
XS12,596718.3460587566,4519632.129523112
XS14,591379.1566201011,4521566.916670445
XS15,594001.6140469492,4518802.4300281005
XS16,594673.2005935472,4519650.665883725
XS18,594605.744904624,4520657.434514382
XS18,594612.7977365105,4520891.907420158
XS20,595656.1538427069,4524023.280266592
XS21,594891.8668007831,4520091.202428965
XS23,595872.4348109209,4527468.927860446
XS24,597177.8047659608,4524216.926699139
XS24,597195.3817713347,4524264.871354963
XS24,597195.3817713347,4524264.871354963
XS25,597780.5745166779,4527376.169171804
XS25,597785.5562914886,4527399.764255808
XS25,597785.5562914886,4527399.764255808
XS26,597144.6870564322,4527876.676722984
XS27,595987.8675595401,4524751.166819161
XS27,595962.446829799,4524760.15067744
XS27,595962.446829799,4524760.15067744
XT01,596854.5408920011,4517692.081112234
XT01,596570.4945070102,4517692.485779504
XT01,596584.539583467,4517734.991902659
XT01,596856.1557972057,4517711.029642218
XT01,597013.1419157609,4517857.502830779
XZ356,597948.9504951949,4519945.089406909
5250000003,596834.5382602857,4503405.838531722
5250000003,596594.5670505244,4503543.680788314
5250000003,596626.2200209089,4503799.31755535
5250000003,596906.3777448857,4503802.6557745095
5250000003,596953.3055238678,4503506.431647073
5250000006,593913.5243050139,4507358.742495388
5250000006,594124.754201972,4507359.012212938
5250000006,594426.2079089585,4507419.066796601
5250000006,594642.9535550289,4507331.846407708
5250000006,594739.8250851417,4507093.431839021
5250000006,594755.8276536798,4506844.650681689
5250000006,594454.1103718467,4506785.93377448
5250000006,594153.6934286136,4506798.890032117
5250000006,593882.7469593595,4506934.48782515
5250000006,593878.5983634106,4507118.295199514
5250000007,595497.3394047031,4505666.383802134
5250000007,595610.9819524175,4505409.199884874
5250000007,595473.7016482553,4505227.645252168
5250000007,595548.1924130729,4505068.842128493
5250000007,595279.264368559,4504940.2752352655
5250000007,595010.3364848631,4504811.708479506
5250000007,594820.8619003453,4505032.658129692
5250000007,594550.91047298,4505114.710027309
5250000007,594653.651066714,4505211.1523499
5250000007,594855.826157619,4505379.493948995
5250000007,595057.6737876609,4505591.538432836
5250000007,595286.5885630905,4505755.8882045485
5250000008,593494.5607164104,4505223.328390104
5250000008,593340.543218981,4505432.524952827
5250000008,593598.5544805126,4505475.7223525
5250000008,593854.5797028482,4505479.650984771
5250000008,594035.6965689989,4505636.349383043
5250000008,594206.3923278349,4505416.894386632
5250000008,594348.8871233397,4505198.982232447
5250000008,594053.3297666836,4505106.474463551
5250000008,593760.2951689882,4505096.42602529
5250000147,594608.5064324508,4506073.649759517
5250000147,594876.2563202719,4506208.15072663
5250000147,595046.8224005979,4506322.855128432
5250000147,595344.289369619,4506358.828998778
5250000147,595499.2861802913,4506377.079058985
5250000147,595542.0727233193,4506111.210062303
5250000147,595437.5385299042,4505850.151909594
5250000147,595163.8841879362,4505741.584906638
5250000147,594976.2286118835,4505517.686881566
5250000147,594789.5790323444,4505294.646090767
5250000147,594514.6079054911,4505224.786282001
5250000147,594294.2272976134,4505356.559102048
5250000147,594116.2001289255,4505597.570650241
5250000147,593961.9967520809,4505849.581613421
5250000147,594105.4927213814,4506045.792806829
5250000147,594393.2064079356,4506129.465608335
18250000002,586454.7669529874,4496877.917861055
18250000002,586419.2120713546,4497069.457112092
18250000002,586573.8147422037,4497218.980732699
18250000002,586571.5351521156,4497007.385972854
18250000006,586572.8835506273,4496782.289647401
18250000006,586618.0605458018,4497046.378231379
18250000006,586706.5847532379,4496889.855983577
18250000007,584041.9310276397,4496016.053324349
18250000010,586275.6181027759,4497332.4274705285
18250000010,586087.028641826,4497273.8866428295
18250000010,586134.46318086,4497469.9009936815
18250000013,587097.6435775093,4497210.757316344
18250000013,586935.6766089587,4497041.83484172
