geoid,LATITUDE,LONGITUDE,Y,X
36081023000,40.712684999999844,-73.80820199999998,4507546.130326667,600667.1190602015
36081023200,40.70974099999984,-73.81199,4507214.989262699,600351.5730607559
36081023500,40.73955699999984,-73.917902,4510409.165362891,591364.1972957236
36081023600,40.707161999999855,-73.804649,4506937.114215385,600975.579255485
36081023800,40.705117999999835,-73.808432,4506705.872976014,600659.0866485318
36081024000,40.703211999999844,-73.806072,4506496.999913829,600861.330447822
36081024300,40.73718599999984,-73.899746,4510165.02221685,592900.4799691332
36081024500,40.73959999999984,-73.90519099999999,4510427.246244525,592437.3782938689
36081024600,40.70122699999985,-73.796554,4506287.622241041,601668.4339827566
36081024700,40.742474999999835,-73.8992,4510752.719067555,592939.2200250223
36081024900,40.74308999999984,-73.90407299999998,4510815.840478417,592526.9385699457
36081025100,40.74495199999983,-73.90997,4511016.337005158,592026.4906786012
36081025301,40.744731999999814,-73.916491,4510985.098671175,591476.2426082791
36081025302,40.74487399999985,-73.912754,4511004.763178107,591791.5526842248
36081025400,40.69650199999984,-73.794599,4505765.376720299,601840.7948601225
36081025500,40.74850999999986,-73.908385,4511412.9651626805,592155.3954816996
36081025700,40.74927999999982,-73.905555,4511501.416493243,592393.2458047494
36081025800,40.69582299999983,-73.787684,4505698.041519963,602426.0761839739
36081025900,40.74846399999983,-73.903602,4511412.892079767,592559.2530157096
36081026000,40.69254099999984,-73.79367899999998,4505326.74357115,601924.5617738087
36081026100,40.74749699999985,-73.90026,4511309.077578488,592842.7389533791
36081026200,40.69099099999983,-73.792109,4505156.5047507305,602059.5826516615
36081026300,40.745370999999835,-73.897283,4511076.228701838,593097.0342805617
36081026400,40.69220599999982,-73.785601,4505298.95841215,602607.6181922229
36081026500,40.74462699999984,-73.892964,4510998.229081162,593462.7149129955
36081026600,40.69159399999985,-73.781991,4505235.24402147,602913.5848751336
36081026700,40.74551199999985,-73.888199,4511101.555782883,593863.7683530146
36081026901,40.746684999999836,-73.88239899999999,4511237.986754392,594351.7844665002
36081026902,40.74457799999983,-73.883057,4511003.38629166,594299.2091851133
36081027000,40.68861399999984,-73.791579,4504893.256274229,602107.9943083826
36081027100,40.74509899999985,-73.879528,4511065.018778043,594596.4164983341
36081027200,40.683345999999815,-73.79121199999999,4504308.896972752,602147.0495449834
36081027300,40.75197999999985,-73.872741,4511836.200807591,595159.6127026954
36081027400,40.68499799999982,-73.789068,4504494.775136651,602325.7026131211
36081027500,40.75264599999984,-73.875581,4511907.056427591,594918.917086751
36081027600,40.68712099999984,-73.786621,4504733.295719404,602529.2286514794
36081027700,40.75273999999983,-73.877885,4511915.001691508,594724.2855466797
36081027800,40.68570399999983,-73.783464,4504579.686872894,602798.1754886046
36081027900,40.75091599999985,-73.880017,4511710.224247929,594546.891528231
36081028000,40.68815599999984,-73.77973299999998,4504856.248062623,603109.6751448628
36081028100,40.752163999999844,-73.882655,4511845.923391271,594322.4283909319
36081028200,40.68517499999984,-73.774163,4504531.886290015,603584.9540782475
36081028300,40.75111399999983,-73.885071,4511726.771245256,594119.9548845834
36081028400,40.68265799999986,-73.777801,4504248.199054799,603281.4167444835
36081028500,40.75082899999985,-73.887026,4511693.039174841,593955.3160088826
36081028700,40.75121499999983,-73.88964399999999,4511733.088683856,593733.7627587774
36081028800,40.67940699999985,-73.786512,4503877.113660512,602550.2635181452
36081028900,40.75098599999983,-73.89202899999998,4511705.123285476,593532.7435745653
36081029100,40.75086299999984,-73.89466799999998,4511688.660098567,593310.1321780075
36081029300,40.75169699999984,-73.89998,4511775.6062312685,592860.5340265726
36081029400,40.67120799999983,-73.779219,4502975.502303171,603179.2406528109
36081029500,40.756804999999844,-73.90654199999999,4512335.711191776,592299.5134432106
36081029700,40.75787199999985,-73.903999,4512456.834506368,592512.6942981402
36081029900,40.76402399999984,-73.899349,4513144.668194416,592896.6383779828
36081030600,40.66474599999984,-73.773907,4502264.424285982,603638.2212045483
36081030902,40.75744499999984,-73.896499,4512417.368420997,593146.371922836
36081030903,40.75769699999984,-73.88949,4512452.806180552,593737.65770842
36081030904,40.763094999999844,-73.88976899999999,4513051.729234676,593706.5251135854
36081031700,40.76973499999983,-73.892883,4513785.501686417,593434.3887789972
36081032000,40.662007999999844,-73.765769,4501970.113048972,604330.3867816101
36081032700,40.758146999999845,-73.885397,4512507.140193371,594082.5180221831
36081032800,40.67141199999984,-73.755681,4503026.04383393,605168.3765853418
36081032900,40.763702999999836,-73.882512,4513126.998089035,594318.1876651237
36081033000,40.670171999999845,-73.764165,4502878.278807568,604453.237099878
36081033100,40.77432099999985,-73.874499,4514314.328309327,594979.391992235
36081033401,40.679673999999835,-73.766877,4503929.849433189,604209.2142231186
36081033402,40.67590699999985,-73.77198199999998,4503505.644742732,603783.6316034303
36081033700,40.75856399999985,-73.882645,4512556.3848513225,594314.2265331958
36081033900,40.75891399999984,-73.87989499999999,4512598.197121747,594545.8582889793
36081034700,40.765594999999834,-73.877361,4513342.575578807,594750.2631086949
36081035100,40.758743999999844,-73.877032,4512582.4145728545,594787.7646174077
36081035200,40.679419999999844,-73.75807099999999,4503912.132646991,604953.8110558402
36081035300,40.75957199999985,-73.874052,4512677.552649727,595038.1266172653
36081035700,40.76754499999985,-73.87183099999999,4513565.028515439,595214.2182540307
36081035800,40.67579799999985,-73.750967,4503518.572315039,605559.8892880951
36081036100,40.76087299999985,-73.872378,4512823.788646434,595177.5710332763
36081036300,40.75938799999984,-73.869385,4512662.192574489,595432.3258714543
36081036500,40.759293999999834,-73.865539,4512655.947886247,595757.098158355
36081036600,40.685345999999846,-73.76308499999999,4504563.986115482,604520.8155307932
36081036700,40.763341999999845,-73.868288,4513102.312357544,595519.2613584513
36081036800,40.68524699999985,-73.766394,4504549.0658019,604241.34871441
36081037100,40.76419199999983,-73.864023,4513201.321331527,595878.0231624958
36081037300,40.75935999999982,-73.860752,4512668.50956019,596161.0700300384
